QueryNo,avg_1gb,avg_2gb,avg_5gb,avg_10gb
1,1.6593473434448243,1.3978296279907227,1.248286533355713,8.189259099960328
2,5.470554304122925,8.496771383285523,105.81254029273987,185.24340763092042
3,0.03743009567260736,0.40368099212646485,1.21480450630188,0.8415703296661377
4,4.598333311080933,4.192885637283325,84.05841999053955,317.7208906650543
5,0.684124755859375,1.4798880100250245,113.17962589263917,165.9656913280487
6,0.384274959564209,0.5766523838043213,17.63230257034302,78.52102456092834
7,1.025974988937378,4.526921653747559,5.027782821655274,5.01726975440979
8,0.7157265186309815,0.7754011631011963,1.4185803890228272,71.47748394012451
9,3.157412958145142,6.506100511550903,13.801653003692627,711.7157937049866
10,14.560798168182373,27.50260262489319,144.5233732700348,263.48871994018555
11,0.8788494110107422,1.595412302017212,34.952367067337036,177.90346264839172
12,0.13424963951110835,0.15081677436828608,1.9826098918914794,0.40994043350219717
13,0.19966797828674315,0.4642338752746582,1.1941410064697267,75.1442467212677
14,3.1074522495269776,16.243877935409547,308.8999119758606,878.4246889591217
15,0.10824642181396482,0.1937208175659179,6.196971845626831,43.391452836990354
16,0.2074026107788086,0.32149515151977537,1.4863739490509034,88.05114064216613
17,0.24734559059143063,0.3074221611022949,1.6310424327850341,46.4469482421875
18,0.4629080295562744,0.5892136096954346,1.5562755584716796,47.58987517356873
19,0.08385276794433591,0.13512139320373534,0.4086931228637695,0.8117005825042725
20,0.09626197814941402,0.1133329391479492,0.28491439819335934,4.446632528305054
21,0.09443140029907222,1.2285823345184326,0.6008823871612547,1.564816379547119
22,3.880740785598755,4.075744581222534,4.316364049911499,5.244635772705078
23,11.744623899459839,30.330519819259642,451.41420369148256,1488.6455485343934
24,0.408268404006958,0.8592772006988525,22.06810793876648,153.18978457450868
25,0.2626525402069092,0.5748551368713379,5.8731041431427,31.30627417564392
26,1.2757572650909423,2.3980852603912353,2.9639169692993166,2.9758243560791016
27,0.25838518142700195,0.49161391258239745,24.751966381072997,67.42325539588929
28,1.1357168197631835,2.4013217449188233,107.4986933708191,267.26692762374876
29,0.15797276496887203,0.49425687789916994,13.852457427978516,74.47174472808838
30,0.19399232864379884,0.19789299964904777,0.45172858238220215,1.6982587814331054
31,0.6974302291870117,1.4721764087677003,40.59184980392456,230.7178469657898
32,0.021282529830932578,0.0710126399993896,0.27050161361694336,0.6066446781158448
33,0.313192081451416,0.5900412559509277,74.73033494949341,152.0872760295868
34,0.14892439842224114,0.3601048469543457,7.933753871917726,64.85401496887206
35,0.4801480770111084,0.774992847442627,78.89328856468201,206.81306848526
36,0.22435612678527828,0.3146966457366943,10.065269613265992,62.952165603637695
37,0.01146235466003414,0.18968377113342283,0.181468391418457,0.34107699394226076
38,0.6209314823150635,1.9190635681152344,84.13492875099182,147.64789366722107
39,0.40991387367248533,1.4660652160644532,1.6439016342163086,3.6206069469451903
40,0.08375868797302244,0.2423945426940918,0.5505059242248534,1.0304276943206787
41,0.031814146041870064,0.045101165771484306,0.05823440551757808,0.08461503982543939
42,0.03618679046630856,0.049728441238403275,0.11499319076538084,0.4501660346984863
43,0.20737214088439943,0.365705394744873,3.9000009059906007,58.49852833747864
44,0.26492333412170405,0.5413784980773926,1.1068421363830567,227.71856441497803
45,0.26779656410217284,0.6307738304138184,5.283822250366211,18.832868385314942
46,0.20106992721557612,0.48620100021362306,1.245219612121582,57.17040939331055
47,1.7760723114013672,2.1751022338867188,4.568055868148804,198.17490611076354
48,0.22618842124938965,0.2626501560211182,0.8676249027252197,74.17024774551392
49,0.0484129905700683,0.3073850154876709,2.1590556144714355,5.11973876953125
50,0.05013661384582514,0.11324911117553708,0.21770710945129396,0.6451692581176758
51,0.7885583400726318,1.6707839012145995,7.434859657287598,109.93826723098755
52,0.04114317893981928,0.06728630065917963,0.09483733177185057,0.5676244735717774
53,0.14255857467651362,0.15949158668518063,0.25247845649719236,0.8654943943023682
54,0.19953041076660155,0.4375743865966797,1.5253536224365234,73.16620712280273
55,0.04161520004272456,0.05927190780639644,0.05391945838928218,0.3631585121154785
56,0.324080228805542,0.5920713424682618,1.24900484085083,3.311683177947998
57,0.7882368564605713,1.4204120635986328,8.178750324249268,136.2953745365143
58,0.3139522552490234,0.5583974361419678,85.13771715164185,158.28574352264405
59,0.6051295280456543,1.483873176574707,4.426057815551758,135.7249671936035
60,0.5505387306213378,1.393727445602417,80.09064588546752,7.677878141403198
61,0.05235576629638665,0.15194044113159172,0.3423717975616455,2.9515349864959717
62,0.22933483123779297,0.15932078361511232,0.3279914379119873,35.83625779151917
63,0.09997224807739254,0.11334710121154781,0.8662993907928467,1.5216650485992431
64,0.45591320991516116,0.7800903797149659,3.4406192302703857,48.942483234405515
65,0.29490461349487307,0.7042288780212402,11.337289333343506,74.22990827560425
66,0.2377157211303711,0.3789684295654297,9.90950403213501,75.02104792594909
67,5.737261247634888,15.0757586479187,52.15608892440796,153.04153366088866
68,0.14397258758544923,0.35100655555725097,1.349637794494629,81.97913632392883
69,0.49730887413024905,0.7558090686798096,88.73160247802734,187.757165145874
70,0.2789241790771484,0.502552080154419,9.68277735710144,178.9850085735321
71,0.08302607536315917,0.2182912826538086,0.6839183330535888,1.5122356414794922
72,21.104591798782348,17.33868041038513,9.683321571350097,114.31941804885864
73,0.52330002784729,2.3473267555236816,7.076185798645019,75.4456063747406
74,0.7259922027587891,1.2486178874969482,58.91442294120789,207.002676153183
75,1.4450950145721435,2.05527400970459,141.47819285392762,206.98222784996034
76,0.8712696075439453,2.967533731460571,74.7442569732666,165.2179965496063
77,0.4721717834472656,0.8164187431335449,77.07355237007141,204.693452501297
78,0.9380679130554199,2.7638532161712646,77.43373050689698,263.3916756629944
79,0.13300662040710443,0.3035119533538818,8.84981803894043,105.43654065132141
80,0.2705039024353027,0.384934139251709,51.43770174980163,6.796580266952515
81,0.10844116210937496,0.21212434768676758,0.6419557571411133,1.0902706623077392
82,0.06288194656372068,0.36873397827148435,0.12877950668334956,0.11128072738647457
83,0.171490716934204,0.30972704887390134,1.1827441692352294,0.8590586662292481
84,0.050759029388427676,0.12284173965454095,0.2538447380065918,0.19312968254089352
85,0.11071977615356446,0.25662846565246583,4.184409236907959,2.04229154586792
86,0.15590786933898926,0.2577969551086426,0.2657905578613281,8.913476848602295
87,0.5081901550292969,0.8855964660644531,68.29965701103211,198.3915053844452
88,0.7597733020782471,1.4392710685729981,2.8831578731536864,660.6604004383087
89,0.14358916282653805,0.15547976493835447,0.5378376483917237,103.0063856601715
90,0.14852414131164543,0.1627626895904541,4.497055435180664,9.475929927825927
91,0.04439148902893062,0.10361604690551754,0.41132550239562987,1.5480791091918946
92,0.007684469223022419,0.03823838233947748,0.06924247741699213,0.15565829277038573
93,0.05593338012695308,0.17225894927978513,0.89165358543396,4.881398439407349
94,0.14872436523437496,0.23147983551025392,0.9750471591949463,3.344630813598633
95,0.4540560245513916,1.7671094417572022,1.0864547729492187,2.0693939208984373
96,0.09179940223693844,0.20280542373657218,5.610430145263672,90.47998838424682
97,0.39360790252685546,0.7293792247772217,62.80648736953735,131.46031999588013
98,0.11361837387084957,0.14758839607238766,0.4291072845458984,6.067457056045532
99,0.503752613067627,0.39415435791015624,5.121587610244751,50.25120882987976
